Timestamp,Node,Speed,Flow,free_flow_speed,confidence,road_closure
2026-05-31T20:25:00+00:00,seg_02,51.35,0.9336,55.0,1.0,False
2026-05-31T20:25:00+00:00,seg_03,47.54,0.9509,50.0,1.0,False
2026-05-31T20:25:00+00:00,seg_04,45.09,1.0,45.0,1.0,False
2026-05-31T20:25:00+00:00,seg_05,43.84,0.9742,45.0,1.0,False
2026-05-31T20:30:00+00:00,seg_01,53.53,0.8922,60.0,1.0,False
2026-05-31T20:30:00+00:00,seg_02,53.87,0.9795,55.0,1.0,False
2026-05-31T20:30:00+00:00,seg_03,49.73,0.9946,50.0,1.0,False
2026-05-31T20:30:00+00:00,seg_04,42.93,0.954,45.0,1.0,False
2026-05-31T20:30:00+00:00,seg_05,45.75,1.0,45.0,1.0,False
2026-05-31T20:35:00+00:00,seg_01,62.48,1.0,60.0,1.0,False
2026-05-31T20:35:00+00:00,seg_02,51.53,0.937,55.0,1.0,False
2026-05-31T20:35:00+00:00,seg_03,47.47,0.9494,50.0,1.0,False
2026-05-31T20:35:00+00:00,seg_04,41.9,0.9312,45.0,1.0,False
2026-05-31T20:35:00+00:00,seg_05,42.55,0.9457,45.0,1.0,False
2026-05-31T20:40:00+00:00,seg_01,58.7,0.9783,60.0,1.0,False
2026-05-31T20:40:00+00:00,seg_02,57.33,1.0,55.0,1.0,False
2026-05-31T20:40:00+00:00,seg_03,52.47,1.0,50.0,1.0,False
2026-05-31T20:40:00+00:00,seg_04,42.85,0.9521,45.0,1.0,False
2026-05-31T20:40:00+00:00,seg_05,47.57,1.0,45.0,1.0,False
2026-05-31T20:45:00+00:00,seg_01,62.92,1.0,60.0,1.0,False
2026-05-31T20:45:00+00:00,seg_02,53.93,0.9806,55.0,1.0,False
2026-05-31T20:45:00+00:00,seg_03,44.73,0.8946,50.0,1.0,False
2026-05-31T20:45:00+00:00,seg_04,43.1,0.9577,45.0,1.0,False
2026-05-31T20:45:00+00:00,seg_05,45.69,1.0,45.0,1.0,False
2026-05-31T20:50:00+00:00,seg_01,59.01,0.9835,60.0,1.0,False
2026-05-31T20:50:00+00:00,seg_02,54.16,0.9847,55.0,1.0,False
2026-05-31T20:50:00+00:00,seg_03,48.37,0.9674,50.0,1.0,False
2026-05-31T20:50:00+00:00,seg_04,40.63,0.9028,45.0,1.0,False
2026-05-31T20:50:00+00:00,seg_05,47.91,1.0,45.0,1.0,False
2026-05-31T20:55:00+00:00,seg_01,58.06,0.9676,60.0,1.0,False
2026-05-31T20:55:00+00:00,seg_02,52.73,0.9588,55.0,1.0,False
2026-05-31T20:55:00+00:00,seg_03,49.07,0.9813,50.0,1.0,False
2026-05-31T20:55:00+00:00,seg_04,41.16,0.9147,45.0,1.0,False
2026-05-31T20:55:00+00:00,seg_05,41.15,0.9145,45.0,1.0,False
2026-05-31T21:00:00+00:00,seg_01,57.02,0.9503,60.0,1.0,False
2026-05-31T21:00:00+00:00,seg_02,54.01,0.982,55.0,1.0,False
2026-05-31T21:00:00+00:00,seg_03,48.14,0.9627,50.0,1.0,False
2026-05-31T21:00:00+00:00,seg_04,45.21,1.0,45.0,1.0,False
2026-05-31T21:00:00+00:00,seg_05,49.13,1.0,45.0,1.0,False
2026-05-31T21:05:00+00:00,seg_01,57.12,0.952,60.0,1.0,False
2026-05-31T21:05:00+00:00,seg_02,57.39,1.0,55.0,1.0,False
2026-05-31T21:05:00+00:00,seg_03,47.57,0.9515,50.0,1.0,False
2026-05-31T21:05:00+00:00,seg_04,43.21,0.9603,45.0,1.0,False
2026-05-31T21:05:00+00:00,seg_05,44.39,0.9863,45.0,1.0,False
2026-05-31T21:10:00+00:00,seg_01,53.45,0.8909,60.0,1.0,False
2026-05-31T21:10:00+00:00,seg_02,60.27,1.0,55.0,1.0,False
2026-05-31T21:10:00+00:00,seg_03,49.93,0.9985,50.0,1.0,False
2026-05-31T21:10:00+00:00,seg_04,42.79,0.9509,45.0,1.0,False
2026-05-31T21:10:00+00:00,seg_05,44.52,0.9893,45.0,1.0,False
2026-05-31T21:15:00+00:00,seg_01,63.07,1.0,60.0,1.0,False
2026-05-31T21:15:00+00:00,seg_02,58.19,1.0,55.0,1.0,False
2026-05-31T21:15:00+00:00,seg_03,51.25,1.0,50.0,1.0,False
2026-05-31T21:15:00+00:00,seg_04,46.9,1.0,45.0,1.0,False
2026-05-31T21:15:00+00:00,seg_05,38.7,0.8601,45.0,1.0,False
2026-05-31T21:20:00+00:00,seg_01,57.72,0.962,60.0,1.0,False
2026-05-31T21:20:00+00:00,seg_02,54.02,0.9821,55.0,1.0,False
2026-05-31T21:20:00+00:00,seg_03,46.12,0.9223,50.0,1.0,False
2026-05-31T21:20:00+00:00,seg_04,39.84,0.8852,45.0,1.0,False
2026-05-31T21:20:00+00:00,seg_05,45.83,1.0,45.0,1.0,False
2026-05-31T21:25:00+00:00,seg_01,62.46,1.0,60.0,1.0,False
2026-05-31T21:25:00+00:00,seg_02,48.79,0.887,55.0,1.0,False
2026-05-31T21:25:00+00:00,seg_03,45.4,0.9081,50.0,1.0,False
2026-05-31T21:25:00+00:00,seg_04,47.88,1.0,45.0,1.0,False
2026-05-31T21:25:00+00:00,seg_05,42.84,0.952,45.0,1.0,False
2026-05-31T21:30:00+00:00,seg_01,57.59,0.9599,60.0,1.0,False
2026-05-31T21:30:00+00:00,seg_02,50.36,0.9156,55.0,1.0,False
2026-05-31T21:30:00+00:00,seg_03,46.45,0.9289,50.0,1.0,False
2026-05-31T21:30:00+00:00,seg_04,46.5,1.0,45.0,1.0,False
2026-05-31T21:30:00+00:00,seg_05,41.13,0.914,45.0,1.0,False
2026-05-31T21:35:00+00:00,seg_01,63.98,1.0,60.0,1.0,False
2026-05-31T21:35:00+00:00,seg_02,52.46,0.9538,55.0,1.0,False
2026-05-31T21:35:00+00:00,seg_03,50.05,1.0,50.0,1.0,False
2026-05-31T21:35:00+00:00,seg_04,44.97,0.9992,45.0,1.0,False
2026-05-31T21:35:00+00:00,seg_05,44.72,0.9938,45.0,1.0,False
2026-05-31T21:40:00+00:00,seg_01,55.66,0.9276,60.0,1.0,False
2026-05-31T21:40:00+00:00,seg_02,53.26,0.9683,55.0,1.0,False
2026-05-31T21:40:00+00:00,seg_03,53.44,1.0,50.0,1.0,False
2026-05-31T21:40:00+00:00,seg_04,44.73,0.994,45.0,1.0,False
2026-05-31T21:40:00+00:00,seg_05,45.35,1.0,45.0,1.0,False
2026-05-31T21:45:00+00:00,seg_01,59.87,0.9979,60.0,1.0,False
2026-05-31T21:45:00+00:00,seg_02,56.93,1.0,55.0,1.0,False
2026-05-31T21:45:00+00:00,seg_03,49.99,0.9999,50.0,1.0,False
2026-05-31T21:45:00+00:00,seg_04,42.79,0.9509,45.0,1.0,False
2026-05-31T21:45:00+00:00,seg_05,44.44,0.9875,45.0,1.0,False
2026-05-31T21:50:00+00:00,seg_01,55.78,0.9297,60.0,1.0,False
2026-05-31T21:50:00+00:00,seg_02,54.86,0.9974,55.0,1.0,False
2026-05-31T21:50:00+00:00,seg_03,48.72,0.9745,50.0,1.0,False
2026-05-31T21:50:00+00:00,seg_04,40.04,0.8897,45.0,1.0,False
2026-05-31T21:50:00+00:00,seg_05,43.14,0.9586,45.0,1.0,False
2026-05-31T21:55:00+00:00,seg_01,58.51,0.9751,60.0,1.0,False
2026-05-31T21:55:00+00:00,seg_02,51.81,0.9419,55.0,1.0,False
2026-05-31T21:55:00+00:00,seg_03,50.05,1.0,50.0,1.0,False
2026-05-31T21:55:00+00:00,seg_04,47.39,1.0,45.0,1.0,False
2026-05-31T21:55:00+00:00,seg_05,46.5,1.0,45.0,1.0,False
2026-05-31T22:00:00+00:00,seg_01,57.69,0.9615,60.0,1.0,False
2026-05-31T22:00:00+00:00,seg_02,56.85,1.0,55.0,1.0,False
2026-05-31T22:00:00+00:00,seg_03,50.19,1.0,50.0,1.0,False
2026-05-31T22:00:00+00:00,seg_04,44.11,0.9803,45.0,1.0,False
2026-05-31T22:00:00+00:00,seg_05,42.83,0.9518,45.0,1.0,False
2026-05-31T22:05:00+00:00,seg_01,56.05,0.9342,60.0,1.0,False
2026-05-31T22:05:00+00:00,seg_02,58.76,1.0,55.0,1.0,False
2026-05-31T22:05:00+00:00,seg_03,51.17,1.0,50.0,1.0,False
2026-05-31T22:05:00+00:00,seg_04,45.04,1.0,45.0,1.0,False
2026-05-31T22:05:00+00:00,seg_05,43.67,0.9705,45.0,1.0,False
2026-05-31T22:10:00+00:00,seg_01,60.97,1.0,60.0,1.0,False
2026-05-31T22:10:00+00:00,seg_02,57.84,1.0,55.0,1.0,False
2026-05-31T22:10:00+00:00,seg_03,50.71,1.0,50.0,1.0,False
2026-05-31T22:10:00+00:00,seg_04,45.83,1.0,45.0,1.0,False
2026-05-31T22:10:00+00:00,seg_05,40.27,0.8948,45.0,1.0,False
2026-05-31T22:15:00+00:00,seg_01,61.08,1.0,60.0,1.0,False
2026-05-31T22:15:00+00:00,seg_02,59.13,1.0,55.0,1.0,False
2026-05-31T22:15:00+00:00,seg_03,51.79,1.0,50.0,1.0,False
2026-05-31T22:15:00+00:00,seg_04,45.37,1.0,45.0,1.0,False
2026-05-31T22:15:00+00:00,seg_05,43.94,0.9765,45.0,1.0,False
2026-05-31T22:20:00+00:00,seg_01,57.53,0.9588,60.0,1.0,False
2026-05-31T22:20:00+00:00,seg_02,51.91,0.9438,55.0,1.0,False
2026-05-31T22:20:00+00:00,seg_03,50.84,1.0,50.0,1.0,False
2026-05-31T22:20:00+00:00,seg_04,44.85,0.9968,45.0,1.0,False
2026-05-31T22:20:00+00:00,seg_05,44.8,0.9955,45.0,1.0,False
2026-05-31T22:25:00+00:00,seg_01,57.5,0.9584,60.0,1.0,False
2026-05-31T22:25:00+00:00,seg_02,52.11,0.9474,55.0,1.0,False
2026-05-31T22:25:00+00:00,seg_03,51.34,1.0,50.0,1.0,False
2026-05-31T22:25:00+00:00,seg_04,47.98,1.0,45.0,1.0,False
2026-05-31T22:25:00+00:00,seg_05,41.13,0.914,45.0,1.0,False
2026-05-31T22:30:00+00:00,seg_01,59.83,0.9972,60.0,1.0,False
2026-05-31T22:30:00+00:00,seg_02,54.91,0.9983,55.0,1.0,False
2026-05-31T22:30:00+00:00,seg_03,45.36,0.9073,50.0,1.0,False
2026-05-31T22:30:00+00:00,seg_04,48.06,1.0,45.0,1.0,False
2026-05-31T22:30:00+00:00,seg_05,45.2,1.0,45.0,1.0,False
2026-05-31T22:35:00+00:00,seg_01,57.35,0.9558,60.0,1.0,False
2026-05-31T22:35:00+00:00,seg_02,53.3,0.9692,55.0,1.0,False
2026-05-31T22:35:00+00:00,seg_03,45.97,0.9194,50.0,1.0,False
2026-05-31T22:35:00+00:00,seg_04,45.5,1.0,45.0,1.0,False
2026-05-31T22:35:00+00:00,seg_05,41.57,0.9238,45.0,1.0,False
2026-05-31T22:40:00+00:00,seg_01,57.83,0.9638,60.0,1.0,False
2026-05-31T22:40:00+00:00,seg_02,54.94,0.9989,55.0,1.0,False
2026-05-31T22:40:00+00:00,seg_03,49.98,0.9996,50.0,1.0,False
2026-05-31T22:40:00+00:00,seg_04,45.59,1.0,45.0,1.0,False
2026-05-31T22:40:00+00:00,seg_05,44.76,0.9946,45.0,1.0,False
2026-05-31T22:45:00+00:00,seg_01,58.73,0.9788,60.0,1.0,False
2026-05-31T22:45:00+00:00,seg_02,54.46,0.9902,55.0,1.0,False
2026-05-31T22:45:00+00:00,seg_03,50.56,1.0,50.0,1.0,False
2026-05-31T22:45:00+00:00,seg_04,39.84,0.8854,45.0,1.0,False
2026-05-31T22:45:00+00:00,seg_05,45.57,1.0,45.0,1.0,False
2026-05-31T22:50:00+00:00,seg_01,58.8,0.9799,60.0,1.0,False
2026-05-31T22:50:00+00:00,seg_02,54.64,0.9934,55.0,1.0,False
2026-05-31T22:50:00+00:00,seg_03,44.96,0.8992,50.0,1.0,False
2026-05-31T22:50:00+00:00,seg_04,44.64,0.9919,45.0,1.0,False
2026-05-31T22:50:00+00:00,seg_05,45.62,1.0,45.0,1.0,False
2026-05-31T22:55:00+00:00,seg_01,60.29,1.0,60.0,1.0,False
2026-05-31T22:55:00+00:00,seg_02,56.64,1.0,55.0,1.0,False
2026-05-31T22:55:00+00:00,seg_03,47.91,0.9582,50.0,1.0,False
2026-05-31T22:55:00+00:00,seg_04,47.59,1.0,45.0,1.0,False
2026-05-31T22:55:00+00:00,seg_05,43.82,0.9737,45.0,1.0,False
2026-05-31T23:00:00+00:00,seg_01,59.08,0.9847,60.0,1.0,False
2026-05-31T23:00:00+00:00,seg_02,54.47,0.9904,55.0,1.0,False
2026-05-31T23:00:00+00:00,seg_03,53.05,1.0,50.0,1.0,False
2026-05-31T23:00:00+00:00,seg_04,46.5,1.0,45.0,1.0,False
2026-05-31T23:00:00+00:00,seg_05,43.08,0.9572,45.0,1.0,False
2026-05-31T23:05:00+00:00,seg_01,58.8,0.9801,60.0,1.0,False
2026-05-31T23:05:00+00:00,seg_02,54.58,0.9924,55.0,1.0,False
2026-05-31T23:05:00+00:00,seg_03,53.59,1.0,50.0,1.0,False
2026-05-31T23:05:00+00:00,seg_04,44.19,0.982,45.0,1.0,False
2026-05-31T23:05:00+00:00,seg_05,46.51,1.0,45.0,1.0,False
2026-05-31T23:10:00+00:00,seg_01,62.8,1.0,60.0,1.0,False
2026-05-31T23:10:00+00:00,seg_02,57.77,1.0,55.0,1.0,False
2026-05-31T23:10:00+00:00,seg_03,44.34,0.8868,50.0,1.0,False
2026-05-31T23:10:00+00:00,seg_04,46.27,1.0,45.0,1.0,False
2026-05-31T23:10:00+00:00,seg_05,45.18,1.0,45.0,1.0,False
2026-05-31T23:15:00+00:00,seg_01,59.71,0.9952,60.0,1.0,False
2026-05-31T23:15:00+00:00,seg_02,52.32,0.9513,55.0,1.0,False
2026-05-31T23:15:00+00:00,seg_03,47.67,0.9535,50.0,1.0,False
2026-05-31T23:15:00+00:00,seg_04,47.16,1.0,45.0,1.0,False
2026-05-31T23:15:00+00:00,seg_05,46.55,1.0,45.0,1.0,False
2026-05-31T23:20:00+00:00,seg_01,58.28,0.9714,60.0,1.0,False
2026-05-31T23:20:00+00:00,seg_02,54.84,0.997,55.0,1.0,False
2026-05-31T23:20:00+00:00,seg_03,49.35,0.987,50.0,1.0,False
2026-05-31T23:20:00+00:00,seg_04,45.6,1.0,45.0,1.0,False
2026-05-31T23:20:00+00:00,seg_05,44.98,0.9995,45.0,1.0,False
2026-05-31T23:25:00+00:00,seg_01,62.35,1.0,60.0,1.0,False
2026-05-31T23:25:00+00:00,seg_02,51.71,0.9403,55.0,1.0,False
2026-05-31T23:25:00+00:00,seg_03,51.09,1.0,50.0,1.0,False
2026-05-31T23:25:00+00:00,seg_04,42.82,0.9516,45.0,1.0,False
2026-05-31T23:25:00+00:00,seg_05,51.03,1.0,45.0,1.0,False
2026-05-31T23:30:00+00:00,seg_01,61.19,1.0,60.0,1.0,False
2026-05-31T23:30:00+00:00,seg_02,51.75,0.9409,55.0,1.0,False
2026-05-31T23:30:00+00:00,seg_03,48.35,0.967,50.0,1.0,False
2026-05-31T23:30:00+00:00,seg_04,42.44,0.943,45.0,1.0,False
2026-05-31T23:30:00+00:00,seg_05,45.88,1.0,45.0,1.0,False
2026-05-31T23:35:00+00:00,seg_01,59.33,0.9888,60.0,1.0,False
2026-05-31T23:35:00+00:00,seg_02,56.47,1.0,55.0,1.0,False
2026-05-31T23:35:00+00:00,seg_03,48.57,0.9713,50.0,1.0,False
2026-05-31T23:35:00+00:00,seg_04,47.78,1.0,45.0,1.0,False
2026-05-31T23:35:00+00:00,seg_05,42.56,0.9459,45.0,1.0,False
2026-05-31T23:40:00+00:00,seg_01,61.28,1.0,60.0,1.0,False
2026-05-31T23:40:00+00:00,seg_02,56.78,1.0,55.0,1.0,False
2026-05-31T23:40:00+00:00,seg_03,50.49,1.0,50.0,1.0,False
2026-05-31T23:40:00+00:00,seg_04,46.94,1.0,45.0,1.0,False
2026-05-31T23:40:00+00:00,seg_05,43.25,0.9611,45.0,1.0,False
2026-05-31T23:45:00+00:00,seg_01,54.5,0.9083,60.0,1.0,False
2026-05-31T23:45:00+00:00,seg_02,52.84,0.9607,55.0,1.0,False
2026-05-31T23:45:00+00:00,seg_03,49.87,0.9974,50.0,1.0,False
2026-05-31T23:45:00+00:00,seg_04,45.55,1.0,45.0,1.0,False
2026-05-31T23:45:00+00:00,seg_05,44.55,0.9899,45.0,1.0,False
2026-05-31T23:50:00+00:00,seg_01,56.18,0.9363,60.0,1.0,False
2026-05-31T23:50:00+00:00,seg_02,51.07,0.9286,55.0,1.0,False
2026-05-31T23:50:00+00:00,seg_03,52.11,1.0,50.0,1.0,False
2026-05-31T23:50:00+00:00,seg_04,45.5,1.0,45.0,1.0,False
2026-05-31T23:50:00+00:00,seg_05,49.23,1.0,45.0,1.0,False
2026-05-31T23:55:00+00:00,seg_01,66.08,1.0,60.0,1.0,False
2026-05-31T23:55:00+00:00,seg_02,56.51,1.0,55.0,1.0,False
2026-05-31T23:55:00+00:00,seg_03,52.24,1.0,50.0,1.0,False
2026-05-31T23:55:00+00:00,seg_04,44.16,0.9813,45.0,1.0,False
2026-05-31T23:55:00+00:00,seg_05,42.18,0.9373,45.0,1.0,False
2026-06-01T00:00:00+00:00,seg_01,65.51,1.0,60.0,1.0,False
2026-06-01T00:00:00+00:00,seg_02,59.28,1.0,55.0,1.0,False
2026-06-01T00:00:00+00:00,seg_03,49.49,0.9897,50.0,1.0,False
2026-06-01T00:00:00+00:00,seg_04,43.81,0.9735,45.0,1.0,False
2026-06-01T00:00:00+00:00,seg_05,47.1,1.0,45.0,1.0,False
2026-06-01T00:05:00+00:00,seg_01,60.65,1.0,60.0,1.0,False
2026-06-01T00:05:00+00:00,seg_02,52.24,0.9499,55.0,1.0,False
2026-06-01T00:05:00+00:00,seg_03,49.14,0.9828,50.0,1.0,False
2026-06-01T00:05:00+00:00,seg_04,47.07,1.0,45.0,1.0,False
2026-06-01T00:05:00+00:00,seg_05,45.56,1.0,45.0,1.0,False
2026-06-01T00:10:00+00:00,seg_01,67.33,1.0,60.0,1.0,False
2026-06-01T00:10:00+00:00,seg_02,52.0,0.9454,55.0,1.0,False
2026-06-01T00:10:00+00:00,seg_03,52.28,1.0,50.0,1.0,False
2026-06-01T00:10:00+00:00,seg_04,45.53,1.0,45.0,1.0,False
2026-06-01T00:10:00+00:00,seg_05,43.62,0.9693,45.0,1.0,False
2026-06-01T00:15:00+00:00,seg_01,55.95,0.9325,60.0,1.0,False
2026-06-01T00:15:00+00:00,seg_02,52.86,0.9612,55.0,1.0,False
2026-06-01T00:15:00+00:00,seg_03,52.55,1.0,50.0,1.0,False
2026-06-01T00:15:00+00:00,seg_04,49.29,1.0,45.0,1.0,False
2026-06-01T00:15:00+00:00,seg_05,40.7,0.9044,45.0,1.0,False
2026-06-01T00:20:00+00:00,seg_01,59.98,0.9996,60.0,1.0,False
2026-06-01T00:20:00+00:00,seg_02,48.73,0.886,55.0,1.0,False
2026-06-01T00:20:00+00:00,seg_03,50.12,1.0,50.0,1.0,False
2026-06-01T00:20:00+00:00,seg_04,46.34,1.0,45.0,1.0,False
2026-06-01T00:20:00+00:00,seg_05,45.43,1.0,45.0,1.0,False
2026-06-01T00:25:00+00:00,seg_01,58.22,0.9703,60.0,1.0,False
2026-06-01T00:25:00+00:00,seg_02,53.53,0.9732,55.0,1.0,False
2026-06-01T00:25:00+00:00,seg_03,50.82,1.0,50.0,1.0,False
2026-06-01T00:25:00+00:00,seg_04,48.5,1.0,45.0,1.0,False
2026-06-01T00:25:00+00:00,seg_05,43.2,0.9601,45.0,1.0,False
2026-06-01T00:30:00+00:00,seg_01,56.2,0.9367,60.0,1.0,False
2026-06-01T00:30:00+00:00,seg_02,57.16,1.0,55.0,1.0,False
2026-06-01T00:30:00+00:00,seg_03,49.82,0.9965,50.0,1.0,False
2026-06-01T00:30:00+00:00,seg_04,43.31,0.9624,45.0,1.0,False
2026-06-01T00:30:00+00:00,seg_05,46.89,1.0,45.0,1.0,False
2026-06-01T00:35:00+00:00,seg_01,63.92,1.0,60.0,1.0,False
2026-06-01T00:35:00+00:00,seg_02,54.43,0.9896,55.0,1.0,False
2026-06-01T00:35:00+00:00,seg_03,50.47,1.0,50.0,1.0,False
2026-06-01T00:35:00+00:00,seg_04,43.52,0.9672,45.0,1.0,False
2026-06-01T00:35:00+00:00,seg_05,45.27,1.0,45.0,1.0,False
2026-06-01T00:40:00+00:00,seg_01,62.43,1.0,60.0,1.0,False
2026-06-01T00:40:00+00:00,seg_02,53.75,0.9773,55.0,1.0,False
2026-06-01T00:40:00+00:00,seg_03,52.17,1.0,50.0,1.0,False
2026-06-01T00:40:00+00:00,seg_04,40.88,0.9085,45.0,1.0,False
2026-06-01T00:40:00+00:00,seg_05,45.56,1.0,45.0,1.0,False
2026-06-01T00:45:00+00:00,seg_01,64.34,1.0,60.0,1.0,False
2026-06-01T00:45:00+00:00,seg_02,53.21,0.9675,55.0,1.0,False
2026-06-01T00:45:00+00:00,seg_03,51.2,1.0,50.0,1.0,False
2026-06-01T00:45:00+00:00,seg_04,48.51,1.0,45.0,1.0,False
2026-06-01T00:45:00+00:00,seg_05,46.64,1.0,45.0,1.0,False
2026-06-01T00:50:00+00:00,seg_01,57.87,0.9646,60.0,1.0,False
2026-06-01T00:50:00+00:00,seg_02,57.64,1.0,55.0,1.0,False
2026-06-01T00:50:00+00:00,seg_03,47.94,0.9587,50.0,1.0,False
