post_id,created_at,lang,raw_text,translated_text,source_type,source_file,event_label,reliability_label,annotator_name,annotation_time,notes
xlive_10,2026-05-30T09:42:59+00:00,en,"3 most wanted in Ilocos region arrested SAN FERNANDO CITY, La Union — Three most wanted persons in the Ilocos Region, including a schoolteacher, were apprehended by the police in separate law enforcement operations last Thursday. The police said the schoolteacher from Aringay, La Union town and the second top most wanted in the area, was served five warrants of arrest —","3 most wanted in ilocos region arrested san fernando city, la union — three most wanted persons in the ilocos region, including a schoolteacher, were apprehended by the police in separate law enforcement operations last thursday. the police said the schoolteacher from aringay, la union town and the second top most wanted in the area, was served five warrants of arrest —",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_11,2026-05-30T09:30:02+00:00,en,"Pagasa raises heat index alert in 6 Calabarzon areas LUCENA CITY, Quezon — The Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) warned residents in six areas of Cavite, Laguna, Batangas, and Quezon provinces of dangerous heat index levels on Saturday, May 30, despite looming rains. Based on Pagasa’s 5 p.m. bulletin on Friday, Sangley Point in Cavite City and Infanta, Quezon are expected","pagasa raises heat index alert in 6 calabarzon areas lucena city, quezon — the philippine atmospheric, geophysical and astronomical services administration (pagasa) warned residents in six areas of cavite, laguna, batangas, and quezon provinces of dangerous heat index levels on saturday, may 30, despite looming rains. based on pagasa’s 5 p.m. bulletin on friday, sangley point in cavite city and infanta, quezon are expected",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_12,2026-05-30T08:12:30+00:00,en,"Metro Manila’s heat index may reach 44°C on Saturday MANILA, Philippines — Dangerous levels of heat may be felt in Metro Manila on Saturday, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) forecast on Saturday. Based on the weather bureau’s forecast, Metro Manila may log apparent temperatures of 43°C to 44°C, only two to three away from the highest expected heat index for","metro manila’s heat index may reach 44°c on saturday manila, philippines — dangerous levels of heat may be felt in metro manila on saturday, the philippine atmospheric, geophysical and astronomical services administration (pagasa) forecast on saturday. based on the weather bureau’s forecast, metro manila may log apparent temperatures of 43°c to 44°c, only two to three away from the highest expected heat index for",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_13,2026-05-30T07:51:48+00:00,en,"Domeng trough, southwest windflow to bring rains across PH Saturday MANILA, Philippines — The extension of Severe Tropical Storm Domeng (international name: Jangmi) along with the southwesterly windflow will continue to bring rains in many parts of the country on Saturday, the state weather bureau warned. This is despite Domeng, unlikely to make a landfall, and is 980 kilometers east of Northern Luzon, moving west-northwestward","domeng trough, southwest windflow to bring rains across ph saturday manila, philippines — the extension of severe tropical storm domeng (international name: jangmi) along with the southwesterly windflow will continue to bring rains in many parts of the country on saturday, the state weather bureau warned. this is despite domeng, unlikely to make a landfall, and is 980 kilometers east of northern luzon, moving west-northwestward",inquirer,x_live_ingestion_20260530_1605.csv,1,1,auto_pool_labeler,2026-06-02T18:12:26,auto: traffic/event signal
xlive_14,2026-05-30T05:40:00+00:00,en,"Marcos ‘watched with horror’ what Senate has become TOKYO, Japan—President Ferdinand Marcos Jr. on Friday said he “watched with horror” the events that had rocked the Senate over the past three weeks, including the May 13 shooting incident, which he described as “fake.” He also noted how “the discourse had gone shallow” in the chamber, with the differences in views becoming “personal,” if","marcos ‘watched with horror’ what senate has become tokyo, japan—president ferdinand marcos jr. on friday said he “watched with horror” the events that had rocked the senate over the past three weeks, including the may 13 shooting incident, which he described as “fake.” he also noted how “the discourse had gone shallow” in the chamber, with the differences in views becoming “personal,” if",inquirer,x_live_ingestion_20260530_1605.csv,0,0,auto_pool_labeler,2026-06-02T18:12:26,auto: non-traffic context
xlive_15,2026-05-30T05:38:00+00:00,en,"Estrada posts bail in graft case; still no arrest order in plunder rap A P90,000 bail posted by Sen. Jinggoy Estrada on Friday kept him out of jail for a graft case in the Sandiganbayan’s Second Division, which ordered his arrest following charges filed by the Office of the Ombudsman. While this court’s Division processed the bailable graft case, no immediate arrest order was issued by the Fifth","estrada posts bail in graft case; still no arrest order in plunder rap a p90,000 bail posted by sen. jinggoy estrada on friday kept him out of jail for a graft case in the sandiganbayan’s second division, which ordered his arrest following charges filed by the office of the ombudsman. while this court’s division processed the bailable graft case, no immediate arrest order was issued by the fifth",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_16,2026-05-30T05:36:00+00:00,en,NBI to summon Bato dela Rosa’s wife over his ‘escape’ The National Bureau of Investigation on Friday said it will subpoena the wife of Sen. Ronald “Bato” dela Rosa and other individuals who had “recent contact” with him over their possible knowledge of his whereabouts. Dela Rosa is wanted by the International Criminal Court (ICC) in connection with his role in former President Rodrigo Duterte’s,nbi to summon bato dela rosa’s wife over his ‘escape’ the national bureau of investigation on friday said it will subpoena the wife of sen. ronald “bato” dela rosa and other individuals who had “recent contact” with him over their possible knowledge of his whereabouts. dela rosa is wanted by the international criminal court (icc) in connection with his role in former president rodrigo duterte’s,inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_17,2026-05-30T05:34:00+00:00,en,"BOC files raps vs cargo firm over 40,000 ‘abandoned’ packages The Bureau of Customs (BOC) on Friday filed a complaint against a Cavite-based cargo company for abandoning in various ports nearly 40,000 “balikbayan” boxes that cost the government more than P30 million in unpaid taxes and duties. Led by Commissioner Ariel Nepomuceno, the BOC submitted to the Department of Justice (DOJ) a complaint against the","boc files raps vs cargo firm over 40,000 ‘abandoned’ packages the bureau of customs (boc) on friday filed a complaint against a cavite-based cargo company for abandoning in various ports nearly 40,000 “balikbayan” boxes that cost the government more than p30 million in unpaid taxes and duties. led by commissioner ariel nepomuceno, the boc submitted to the department of justice (doj) a complaint against the",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_18,2026-05-30T05:32:00+00:00,en,"House prosecutors divide work on Sara Duterte impeachment trial The House of Representatives has divided its designated prosecutors into separate groups to present their evidence in the impeachment trial of Vice President Sara Duterte. Batangas Rep. Gerville Luistro, chair of the House committee on justice, said in an online interview on Friday said that Manila Rep. Joel Chua will now handle the preparations for","house prosecutors divide work on sara duterte impeachment trial the house of representatives has divided its designated prosecutors into separate groups to present their evidence in the impeachment trial of vice president sara duterte. batangas rep. gerville luistro, chair of the house committee on justice, said in an online interview on friday said that manila rep. joel chua will now handle the preparations for",inquirer,x_live_ingestion_20260530_1605.csv,0,0,auto_pool_labeler,2026-06-02T18:12:26,auto: non-traffic context
xlive_19,2026-05-30T05:30:00+00:00,en,"DBM okays 22,268 new DepEd jobs The Department of Budget and Management (DBM) has approved 22,268 new nonteaching positions in the Department of Education (DepEd) for fiscal year 2026, according to the education agency. In a statement, DepEd said the new positions consist of 6,000 slots for school principal I; 11,268 for administrative officer II; and 5,000 for project development officer","dbm okays 22,268 new deped jobs the department of budget and management (dbm) has approved 22,268 new nonteaching positions in the department of education (deped) for fiscal year 2026, according to the education agency. in a statement, deped said the new positions consist of 6,000 slots for school principal i; 11,268 for administrative officer ii; and 5,000 for project development officer",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_20,2026-05-30T05:19:00+00:00,en,"Death toll in building collapse rises to 6 ANGELES CITY—Nearly a week after a nine-story building collapsed into a mass of concrete and twisted steel in Barangay Balibago here, the death toll climbed to six on Friday, but a faint signal beneath the rubble gave exhausted responders and grieving families something they have been desperately holding on to—hope. Authorities said rescue radar equipment","death toll in building collapse rises to 6 angeles city—nearly a week after a nine-story building collapsed into a mass of concrete and twisted steel in barangay balibago here, the death toll climbed to six on friday, but a faint signal beneath the rubble gave exhausted responders and grieving families something they have been desperately holding on to—hope. authorities said rescue radar equipment",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_21,2026-05-30T05:17:00+00:00,en,"Oriental Mindoro brownouts ‘worsen’ CALAPAN CITY—Rotational brownouts worsened across Oriental Mindoro on Friday after the province’s power supply deficit widened to 18.65 megawatts (MW), prompting additional manual load dropping. According to the Oriental Mindoro Electric Cooperative Inc. (Ormeco), the latest dispatch report from the National Transmission Corp.reflected worsening supply shortages affecting multiple feeders across the province. READ: Oriental Mindoro","oriental mindoro brownouts ‘worsen’ calapan city—rotational brownouts worsened across oriental mindoro on friday after the province’s power supply deficit widened to 18.65 megawatts (mw), prompting additional manual load dropping. according to the oriental mindoro electric cooperative inc. (ormeco), the latest dispatch report from the national transmission corp.reflected worsening supply shortages affecting multiple feeders across the province. read: oriental mindoro",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_22,2026-05-30T05:15:00+00:00,en,"NDF-Negros rejects localized peace talks, calls it ‘division disguised as diplomacy’ BACOLOD CITY—The National Democratic Front of the Philippines-Negros (NDFP-Negros) on Thursday rejected proposals for localized peace talks in Negros Occidental, insisting that any genuine peace negotiations must be conducted on a national scale. In a statement, the NDFP-Negros said a nationwide conflict requires a nationwide solution. READ: Negros execs push localized peace talks with Reds","ndf-negros rejects localized peace talks, calls it ‘division disguised as diplomacy’ bacolod city—the national democratic front of the philippines-negros (ndfp-negros) on thursday rejected proposals for localized peace talks in negros occidental, insisting that any genuine peace negotiations must be conducted on a national scale. in a statement, the ndfp-negros said a nationwide conflict requires a nationwide solution. read: negros execs push localized peace talks with reds",inquirer,x_live_ingestion_20260530_1605.csv,,,,,
xlive_23,2026-05-30T01:40:29+00:00,en,"Ombudsman suspends Catanduanes vice gov, 11 others over Uwan aid mess MANILA, Philippines — The Office of the Ombudsman on Friday said it suspended Catanduanes Vice Governor Robert Fernandez and 11 Sangguniang Panlalawigan (SP) members for allegedly causing delays in the utilization and allocation of P30.5 million aid for Super Typhoon Uwan in November last year. Fernandez on Friday noted that the SP is ready to","ombudsman suspends catanduanes vice gov, 11 others over uwan aid mess manila, philippines — the office of the ombudsman on friday said it suspended catanduanes vice governor robert fernandez and 11 sangguniang panlalawigan (sp) members for allegedly causing delays in the utilization and allocation of p30.5 million aid for super typhoon uwan in november last year. fernandez on friday noted that the sp is ready to",inquirer,x_live_ingestion_20260530_1605.csv,1,1,auto_pool_labeler,2026-06-02T18:12:26,auto: traffic/event signal
xlive_24,2026-05-30T00:06:51+00:00,en,"Zubiri breaks silence about ‘betrayal’ resulting in ouster 2 years ago MALAYBALAY CITY, Bukidnon — Senator Juan Miguel Zubiri publicly broke his silence Wednesday regarding his removal from the Senate leadership two years ago, expressing disappointment over what he described as betrayal by colleagues whom he considered to be close political allies. In an emotional message addressed to his constituents and supporters in Bukidnon, alongside Gov.","zubiri breaks silence about ‘betrayal’ resulting in ouster 2 years ago malaybalay city, bukidnon — senator juan miguel zubiri publicly broke his silence wednesday regarding his removal from the senate leadership two years ago, expressing disappointment over what he described as betrayal by colleagues whom he considered to be close political allies. in an emotional message addressed to his constituents and supporters in bukidnon, alongside gov.",inquirer,x_live_ingestion_20260530_1605.csv,0,0,auto_pool_labeler,2026-06-02T18:12:26,auto: non-traffic context
xlive_25,2026-05-30T08:03:37.436711+00:00,en,Quezon City advises motorists of traffic slowdown on Sunday for subway machine transfer https://www.manilatimes.net/manilatimes/uploads/images/2026/05/23/1069200.jpg,quezon city advises motorists of traffic slowdown on sunday for subway machine transfer https://www.manilatimes.net/manilatimes/uploads/images/2026/05/23/1069200.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_26,2026-05-30T08:03:37.436711+00:00,en,Metro Manila runners reclaim streets in push for safer public spaces https://www.rappler.com/tachyon/2026/05/IMG_2760-scaled.jpg,metro manila runners reclaim streets in push for safer public spaces https://www.rappler.com/tachyon/2026/05/img_2760-scaled.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_27,2026-05-30T08:03:37.436711+00:00,en,EDSA marathon route draws concern from motorists https://media.interaksyon.com/wp-content/uploads/2026/05/EDSA_marathon.jpg,edsa marathon route draws concern from motorists https://media.interaksyon.com/wp-content/uploads/2026/05/edsa_marathon.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_28,2026-05-30T08:03:37.436711+00:00,en,Shorter workweek to reduce traffic congestion â€ Zamora https://media.philstar.com/photos/2026/03/11/home2026-03-0923-00-37_2026-03-11_23-54-01.jpg,shorter workweek to reduce traffic congestion â€ zamora https://media.philstar.com/photos/2026/03/11/home2026-03-0923-00-37_2026-03-11_23-54-01.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_29,2026-05-30T08:03:37.436711+00:00,en,MMDA official calls out motorists for turning public road into parking area https://media.interaksyon.com/wp-content/uploads/2026/05/Gabriel-Go_road-clearing.jpg,mmda official calls out motorists for turning public road into parking area https://media.interaksyon.com/wp-content/uploads/2026/05/gabriel-go_road-clearing.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_30,2026-05-30T08:03:37.436711+00:00,en,MMDA relaunches heat stroke break https://media.philstar.com/photos/2026/03/16/1_2026-03-16_21-19-26.jpg,mmda relaunches heat stroke break https://media.philstar.com/photos/2026/03/16/1_2026-03-16_21-19-26.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_31,2026-05-30T08:03:37.436711+00:00,en,DPWH orders bus firm to pay for EDSA - Ortigas flyover fire damage https://www.manilatimes.net/manilatimes/uploads/images/2026/04/30/1036042.jpg,dpwh orders bus firm to pay for edsa - ortigas flyover fire damage https://www.manilatimes.net/manilatimes/uploads/images/2026/04/30/1036042.jpg,gdelt,x_live_ingestion_20260530_1605.csv,1,1,auto_pool_labeler,2026-06-02T18:12:26,auto: traffic/event signal
xlive_32,2026-05-30T08:03:37.436711+00:00,en,136 vs 911 | Philstar . com,136 vs 911 | philstar . com,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_33,2026-05-30T08:03:37.436711+00:00,en,DOTr wants higher EDSA busway budget https://media.philstar.com/photos/2026/05/26/2_2026-05-26_20-38-20.jpg,dotr wants higher edsa busway budget https://media.philstar.com/photos/2026/05/26/2_2026-05-26_20-38-20.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_34,2026-05-30T08:03:37.437701+00:00,en,Free rides in Metro Manila begin April 15 https://media.philstar.com/photos/2026/04/07/6_2026-04-07_22-02-42.jpg,free rides in metro manila begin april 15 https://media.philstar.com/photos/2026/04/07/6_2026-04-07_22-02-42.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_35,2026-05-30T08:03:37.437701+00:00,en,Macalintal proposes staggered 4 - day workweek to ease traffic https://media.assettype.com/tribune%2F2025-01-26%2Fapbz92vn%2Fromulo.jpg?&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,macalintal proposes staggered 4 - day workweek to ease traffic https://media.assettype.com/tribune%2f2025-01-26%2fapbz92vn%2fromulo.jpg?&ar=40%3a21&auto=format%2ccompress&ogimage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_36,2026-05-30T08:03:37.437701+00:00,en,MMDA expands environmental discipline campaign in Pateros https://www.manilatimes.net/theme_manilatimes/images/TMT_1920x1008.jpg,mmda expands environmental discipline campaign in pateros https://www.manilatimes.net/theme_manilatimes/images/tmt_1920x1008.jpg,gdelt,x_live_ingestion_20260530_1605.csv,0,0,auto_pool_labeler,2026-06-02T18:12:26,auto: non-traffic context
xlive_37,2026-05-30T08:03:37.437701+00:00,en,Why public mobility matters more than ever : The Aseana City way https://media.philstar.com/photos/2026/04/14/lead_2026-04-14_16-26-26.jpg,why public mobility matters more than ever : the aseana city way https://media.philstar.com/photos/2026/04/14/lead_2026-04-14_16-26-26.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_38,2026-05-30T08:03:37.437701+00:00,en,EDSA rehab on track â€ DPWH | Philstar . com https://media.philstar.com/photos/2026/03/24/5_2026-03-24_21-02-33.jpg,edsa rehab on track â€ dpwh | philstar . com https://media.philstar.com/photos/2026/03/24/5_2026-03-24_21-02-33.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_39,2026-05-30T08:03:37.437701+00:00,en,MMDA to retain new traffic scheme along Quezon Ave after dry run showed faster travel time https://www.manilatimes.net/theme_manilatimes/images/TMT_1920x1008.jpg,mmda to retain new traffic scheme along quezon ave after dry run showed faster travel time https://www.manilatimes.net/theme_manilatimes/images/tmt_1920x1008.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_40,2026-05-30T08:03:37.437701+00:00,en,Cable thief caught in the act through live MMDA Cameras https://www.manilatimes.net/manilatimes/uploads/images/2026/05/26/1071338.jpg,cable thief caught in the act through live mmda cameras https://www.manilatimes.net/manilatimes/uploads/images/2026/05/26/1071338.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_41,2026-05-30T08:03:37.437701+00:00,en,4 - day work schedule to ease oil crisis impact https://www.manilatimes.net/manilatimes/uploads/images/2026/03/08/964631.jpg,4 - day work schedule to ease oil crisis impact https://www.manilatimes.net/manilatimes/uploads/images/2026/03/08/964631.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_42,2026-05-30T08:03:37.437701+00:00,en,DPWH makes use of Lenten break for road repairs in Metro Manila https://canadianinquirer.net/wp-content/uploads/2026/03/0-02-06-6c9b65c6baf7257e8354494858e41fb2551fc0a5b62ef10cdb7eb0689497e4d74760339300eb1b5e.jpg,dpwh makes use of lenten break for road repairs in metro manila https://canadianinquirer.net/wp-content/uploads/2026/03/0-02-06-6c9b65c6baf7257e8354494858e41fb2551fc0a5b62ef10cdb7eb0689497e4d74760339300eb1b5e.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_43,2026-05-30T08:03:37.437701+00:00,en,Transport strike erupts in Philippines to protest surging fuel costs - Xinhua,transport strike erupts in philippines to protest surging fuel costs - xinhua,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_44,2026-05-30T08:03:37.437701+00:00,en,EDSA traffic volume drops amid oil price hikes https://media.philstar.com/photos/2026/03/24/7_2026-03-24_22-08-32.jpg,edsa traffic volume drops amid oil price hikes https://media.philstar.com/photos/2026/03/24/7_2026-03-24_22-08-32.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_45,2026-05-30T08:03:37.437701+00:00,en,"Limang minuto , nariyan kami : Nicolas Torre spotlights MMDA hotline https://media.interaksyon.com/wp-content/uploads/2026/05/Nicolas-Torre_MMDA.jpg","limang minuto , nariyan kami : nicolas torre spotlights mmda hotline https://media.interaksyon.com/wp-content/uploads/2026/05/nicolas-torre_mmda.jpg",gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_46,2026-05-30T08:03:37.438699+00:00,en,Tourist bus catches fire along EDSA https://media.philstar.com/photos/2026/04/25/4_2026-04-25_20-32-48.jpg,tourist bus catches fire along edsa https://media.philstar.com/photos/2026/04/25/4_2026-04-25_20-32-48.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_47,2026-05-30T08:03:37.438699+00:00,en,Fuel Queues Boom in Philippines Amid Price Surge https://www.arabtimesonline.com/arabtimes/uploads/images/2026/03/09/thumbs/400x400/116806.jpg,fuel queues boom in philippines amid price surge https://www.arabtimesonline.com/arabtimes/uploads/images/2026/03/09/thumbs/400x400/116806.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_48,2026-05-30T08:03:37.438699+00:00,en,44 airports on Holy Week alert https://media.philstar.com/photos/2026/03/30/a3-1-29_2026-03-30_20-43-28.jpg,44 airports on holy week alert https://media.philstar.com/photos/2026/03/30/a3-1-29_2026-03-30_20-43-28.jpg,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
xlive_49,2026-05-30T08:03:37.438699+00:00,en,Manila Bulletin - PCG records uptick in port passengers during Holy Week despite oil price shock https://mb.com.ph/manilabulletin/uploads/images/2026/04/06/91323.webp,manila bulletin - pcg records uptick in port passengers during holy week despite oil price shock https://mb.com.ph/manilabulletin/uploads/images/2026/04/06/91323.webp,gdelt,x_live_ingestion_20260530_1605.csv,,,,,
gdelt_0,20260529T201500Z,en,[GDELT] Questionable approval procedures for Parex and Salex (Source: https://www.manilatimes.net/2026/05/30/business/top-business/questionable-approval-procedures-for-parex-and-salex/2354723),[GDELT] Questionable approval procedures for Parex and Salex (Source: https://www.manilatimes.net/2026/05/30/business/top-business/questionable-approval-procedures-for-parex-and-salex/2354723),gdelt,check_gdelt_news.csv,,,,,
