post_id,created_at,source_type,raw_text,translated_text,event_label,reliability_label,annotator_name,annotation_time,notes
xlive_1,2026-05-30T15:10:21+00:00,inquirer,"Northern Samar eyes solar-powered irrigation to boost rice output TACLOBAN CITY— Seeking to improve rice production and reduce farmers’ dependence on expensive fuel-powered irrigation, the provincial government of Northern Samar is pushing for the installation of 19 solar-powered irrigation systems (SPIS) across farming communities in the province. The Provincial Agriculture Office (PAO), in coordination with the Bureau of Soils and Water Management (BSWM), has","northern samar eyes solar-powered irrigation to boost rice output tacloban city— seeking to improve rice production and reduce farmers’ dependence on expensive fuel-powered irrigation, the provincial government of northern samar is pushing for the installation of 19 solar-powered irrigation systems (spis) across farming communities in the province. the provincial agriculture office (pao), in coordination with the bureau of soils and water management (bswm), has",0.0,0.0,manual_interactive,2026-05-31T01:07:28,manual interactive labeling
xlive_2,2026-05-30T13:48:29+00:00,inquirer,"Survey shows Sara Duterte ahead of Robredo; Tulfo leads VP contenders MANILA, Philippines — Vice President Sara Duterte remains the frontrunner in a hypothetical 2028 presidential race, while Sen. Erwin Tulfo has emerged as a strong vice-presidential bet, according to a poll. The Pulse Asia survey commissioned by Stratbase Group revealed that Duterte is leading former Vice President Leni Robredo by 10 percentage points, with six","survey shows sara duterte ahead of robredo; tulfo leads vp contenders manila, philippines — vice president sara duterte remains the frontrunner in a hypothetical 2028 presidential race, while sen. erwin tulfo has emerged as a strong vice-presidential bet, according to a poll. the pulse asia survey commissioned by stratbase group revealed that duterte is leading former vice president leni robredo by 10 percentage points, with six",0.0,0.0,manual_interactive,2026-05-31T01:07:33,manual interactive labeling
xlive_3,2026-05-30T13:42:51+00:00,inquirer,"Iloilo City housing projects to benefit over 300 new homeowners ILOILO CITY — Qualified Iloilo City residents will be the beneficiaries of two new high-rise housing projects initiated by the city government, in partnership with the Department of Human Settlements and Urban Development (DHSUD) and private partners. Iloilo City Mayor Raisa Treñas-Chu and Housing Secretary Jose Ramon Aliling on Thursday, May 28, broke ground on","iloilo city housing projects to benefit over 300 new homeowners iloilo city — qualified iloilo city residents will be the beneficiaries of two new high-rise housing projects initiated by the city government, in partnership with the department of human settlements and urban development (dhsud) and private partners. iloilo city mayor raisa treñas-chu and housing secretary jose ramon aliling on thursday, may 28, broke ground on",0.0,0.0,manual_interactive,2026-05-31T01:07:36,manual interactive labeling
xlive_5,2026-05-30T11:55:25+00:00,inquirer,"‘Lost’ Leyte bleeding-heart re-emerges after more than a century MANILA, Philippines — The long-elusive Leyte bleeding-heart has been photographed in the forests of Leyte, offering the first contemporary, publicly known evidence of the subspecies in more than a century. The Leyte bleeding-heart (Gallicolumba crinigera leytensis) was photographed in the Leyte Sab-a Basin Peatland (LSBP) hydrological unit. The photo may be the first documented sighting","‘lost’ leyte bleeding-heart re-emerges after more than a century manila, philippines — the long-elusive leyte bleeding-heart has been photographed in the forests of leyte, offering the first contemporary, publicly known evidence of the subspecies in more than a century. the leyte bleeding-heart (gallicolumba crinigera leytensis) was photographed in the leyte sab-a basin peatland (lsbp) hydrological unit. the photo may be the first documented sighting",0.0,0.0,manual_interactive,2026-05-31T01:07:38,manual interactive labeling
xlive_6,2026-05-30T10:42:46+00:00,inquirer,"Fire razes 6 houses in Bacoor City; 26 residents displaced LUCENA CITY, Quezon — A fire of still undetermined origin razed six houses in Bacoor City, Cavite, early Saturday, May 30. The city government in a report said the fire broke out at around 3:04 a.m. in a residential area at the corner of Barangay Niog and Maliksi I. The blaze destroyed six houses and","fire razes 6 houses in bacoor city; 26 residents displaced lucena city, quezon — a fire of still undetermined origin razed six houses in bacoor city, cavite, early saturday, may 30. the city government in a report said the fire broke out at around 3:04 a.m. in a residential area at the corner of barangay niog and maliksi i. the blaze destroyed six houses and",0.0,0.0,manual_interactive,2026-05-31T01:07:48,manual interactive labeling
xlive_7,2026-05-30T10:24:38+00:00,inquirer,"Taal Volcano’s toxic gas emission eases LUCENA CITY, Quezon — After emitting high levels of sulfur dioxide (SO2) over the past two days, Taal Volcano’s release of toxic gas slightly eased, the Philippine Institute of Volcanology and Seismology (Phivolcs) reported Saturday, May 30. Phivolcs said Taal Volcano emitted 3,234 metric tons of sulfur dioxide from its main crater in the past","taal volcano’s toxic gas emission eases lucena city, quezon — after emitting high levels of sulfur dioxide (so2) over the past two days, taal volcano’s release of toxic gas slightly eased, the philippine institute of volcanology and seismology (phivolcs) reported saturday, may 30. phivolcs said taal volcano emitted 3,234 metric tons of sulfur dioxide from its main crater in the past",0.0,0.0,manual_interactive,2026-05-31T01:07:52,manual interactive labeling
xlive_8,2026-05-30T10:04:33+00:00,inquirer,"Wounded Philippine eagle rescued along Leyte shore TACLOBAN CITY — A critically endangered Philippine eagle was rescued by residents along the shores of Leyte town on Wednesday, May 27, raising concerns among wildlife authorities over the condition of one of the country’s rarest birds of prey. The wounded raptor was found around 10 a.m. in Sitio Core, Barangay Tinocdugan, about 10 kilometers","wounded philippine eagle rescued along leyte shore tacloban city — a critically endangered philippine eagle was rescued by residents along the shores of leyte town on wednesday, may 27, raising concerns among wildlife authorities over the condition of one of the country’s rarest birds of prey. the wounded raptor was found around 10 a.m. in sitio core, barangay tinocdugan, about 10 kilometers",0.0,0.0,manual_interactive,2026-05-31T01:07:53,manual interactive labeling
xlive_10,2026-05-30T09:42:59+00:00,inquirer,"3 most wanted in Ilocos region arrested SAN FERNANDO CITY, La Union — Three most wanted persons in the Ilocos Region, including a schoolteacher, were apprehended by the police in separate law enforcement operations last Thursday. The police said the schoolteacher from Aringay, La Union town and the second top most wanted in the area, was served five warrants of arrest —","3 most wanted in ilocos region arrested san fernando city, la union — three most wanted persons in the ilocos region, including a schoolteacher, were apprehended by the police in separate law enforcement operations last thursday. the police said the schoolteacher from aringay, la union town and the second top most wanted in the area, was served five warrants of arrest —",0.0,0.0,manual_interactive,2026-05-31T01:07:57,manual interactive labeling
xlive_11,2026-05-30T09:30:02+00:00,inquirer,"Pagasa raises heat index alert in 6 Calabarzon areas LUCENA CITY, Quezon — The Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) warned residents in six areas of Cavite, Laguna, Batangas, and Quezon provinces of dangerous heat index levels on Saturday, May 30, despite looming rains. Based on Pagasa’s 5 p.m. bulletin on Friday, Sangley Point in Cavite City and Infanta, Quezon are expected","pagasa raises heat index alert in 6 calabarzon areas lucena city, quezon — the philippine atmospheric, geophysical and astronomical services administration (pagasa) warned residents in six areas of cavite, laguna, batangas, and quezon provinces of dangerous heat index levels on saturday, may 30, despite looming rains. based on pagasa’s 5 p.m. bulletin on friday, sangley point in cavite city and infanta, quezon are expected",0.0,0.0,manual_interactive,2026-05-31T01:07:59,manual interactive labeling
xlive_12,2026-05-30T08:12:30+00:00,inquirer,"Metro Manila’s heat index may reach 44°C on Saturday MANILA, Philippines — Dangerous levels of heat may be felt in Metro Manila on Saturday, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) forecast on Saturday. Based on the weather bureau’s forecast, Metro Manila may log apparent temperatures of 43°C to 44°C, only two to three away from the highest expected heat index for","metro manila’s heat index may reach 44°c on saturday manila, philippines — dangerous levels of heat may be felt in metro manila on saturday, the philippine atmospheric, geophysical and astronomical services administration (pagasa) forecast on saturday. based on the weather bureau’s forecast, metro manila may log apparent temperatures of 43°c to 44°c, only two to three away from the highest expected heat index for",0.0,0.0,manual_interactive,2026-05-31T01:08:12,manual interactive labeling
xlive_15,2026-05-30T05:38:00+00:00,inquirer,"Estrada posts bail in graft case; still no arrest order in plunder rap A P90,000 bail posted by Sen. Jinggoy Estrada on Friday kept him out of jail for a graft case in the Sandiganbayan’s Second Division, which ordered his arrest following charges filed by the Office of the Ombudsman. While this court’s Division processed the bailable graft case, no immediate arrest order was issued by the Fifth","estrada posts bail in graft case; still no arrest order in plunder rap a p90,000 bail posted by sen. jinggoy estrada on friday kept him out of jail for a graft case in the sandiganbayan’s second division, which ordered his arrest following charges filed by the office of the ombudsman. while this court’s division processed the bailable graft case, no immediate arrest order was issued by the fifth",0.0,0.0,manual_interactive,2026-05-31T01:08:15,manual interactive labeling
xlive_16,2026-05-30T05:36:00+00:00,inquirer,NBI to summon Bato dela Rosa’s wife over his ‘escape’ The National Bureau of Investigation on Friday said it will subpoena the wife of Sen. Ronald “Bato” dela Rosa and other individuals who had “recent contact” with him over their possible knowledge of his whereabouts. Dela Rosa is wanted by the International Criminal Court (ICC) in connection with his role in former President Rodrigo Duterte’s,nbi to summon bato dela rosa’s wife over his ‘escape’ the national bureau of investigation on friday said it will subpoena the wife of sen. ronald “bato” dela rosa and other individuals who had “recent contact” with him over their possible knowledge of his whereabouts. dela rosa is wanted by the international criminal court (icc) in connection with his role in former president rodrigo duterte’s,0.0,0.0,manual_interactive,2026-05-31T01:08:18,manual interactive labeling
xlive_17,2026-05-30T05:34:00+00:00,inquirer,"BOC files raps vs cargo firm over 40,000 ‘abandoned’ packages The Bureau of Customs (BOC) on Friday filed a complaint against a Cavite-based cargo company for abandoning in various ports nearly 40,000 “balikbayan” boxes that cost the government more than P30 million in unpaid taxes and duties. Led by Commissioner Ariel Nepomuceno, the BOC submitted to the Department of Justice (DOJ) a complaint against the","boc files raps vs cargo firm over 40,000 ‘abandoned’ packages the bureau of customs (boc) on friday filed a complaint against a cavite-based cargo company for abandoning in various ports nearly 40,000 “balikbayan” boxes that cost the government more than p30 million in unpaid taxes and duties. led by commissioner ariel nepomuceno, the boc submitted to the department of justice (doj) a complaint against the",0.0,0.0,manual_interactive,2026-05-31T01:08:23,manual interactive labeling
xlive_19,2026-05-30T05:30:00+00:00,inquirer,"DBM okays 22,268 new DepEd jobs The Department of Budget and Management (DBM) has approved 22,268 new nonteaching positions in the Department of Education (DepEd) for fiscal year 2026, according to the education agency. In a statement, DepEd said the new positions consist of 6,000 slots for school principal I; 11,268 for administrative officer II; and 5,000 for project development officer","dbm okays 22,268 new deped jobs the department of budget and management (dbm) has approved 22,268 new nonteaching positions in the department of education (deped) for fiscal year 2026, according to the education agency. in a statement, deped said the new positions consist of 6,000 slots for school principal i; 11,268 for administrative officer ii; and 5,000 for project development officer",0.0,0.0,manual_interactive,2026-05-31T01:08:25,manual interactive labeling
xlive_20,2026-05-30T05:19:00+00:00,inquirer,"Death toll in building collapse rises to 6 ANGELES CITY—Nearly a week after a nine-story building collapsed into a mass of concrete and twisted steel in Barangay Balibago here, the death toll climbed to six on Friday, but a faint signal beneath the rubble gave exhausted responders and grieving families something they have been desperately holding on to—hope. Authorities said rescue radar equipment","death toll in building collapse rises to 6 angeles city—nearly a week after a nine-story building collapsed into a mass of concrete and twisted steel in barangay balibago here, the death toll climbed to six on friday, but a faint signal beneath the rubble gave exhausted responders and grieving families something they have been desperately holding on to—hope. authorities said rescue radar equipment",0.0,0.0,manual_interactive,2026-05-31T01:08:31,manual interactive labeling
